# SOLIS VSM 6302L/core Polar Mean Radial Field Time Series Parameter Data
#
# This file contains a time series of parameter values measured
# from 630.15nm Fe line core magnetograms made with the Vector
# SpectroMagnetograph (VSM) instrument on the Synoptic Optical
# Long-term Investigations of the Sun (SOLIS) telescope.  SOLIS
# was designed and built by the National Solar Observatory (NSO)
# and is operated by the NSO Integrated Synoptic Program (NISP).
# This file was initially created on Sep 1, 2016 at 23:41:08 (UTC)
# and was most recently updated on Nov 4, 2016 at 02:19:33 (UTC),
# with version 1.19 of the routine solis_vsm_meanfield.pro.
#
# The data columns below are described as follows (note that all 
# measurements correspond to longitudes between -50 and 50 degrees):
#
# Column  1: Year of UT observation start date [YYYY]
# Column  2: Month of UT observation start date [MM]
# Column  3: Day of UT observation start date [DD]
# Column  4: UT observation start time [HHMM]
# Column  5: Julian day number for observation midpoint [days]
# Column  6: Mean net magnetic flux for latitudes between -75 and -60 degrees [Gauss]
# Column  7: Error in the mean corresponding to Column 6 [Gauss]
# Column  8: Total number of (Level-2) pixels corresponding to Column 6
# Column  9: Mean net magnetic flux for latitudes between -75 and -65 degrees [Gauss]
# Column 10: Error in the mean corresponding to Column 9 [Gauss]
# Column 11: Total number of (Level-2) pixels corresponding to Column 9
# Column 12: Mean net magnetic flux for latitudes between -70 and -60 degrees [Gauss]
# Column 13: Error in the mean corresponding to Column 12 [Gauss]
# Column 14: Total number of (Level-2) pixels corresponding to Column 12
# Column 15: Mean net magnetic flux for latitudes between 60 and 75 degrees [Gauss]
# Column 16: Error in the mean corresponding to Column 15 [Gauss]
# Column 17: Total number of (Level-2) pixels corresponding to Column 15
# Column 18: Mean net magnetic flux for latitudes between 60 and 70 degrees [Gauss]
# Column 19: Error in the mean corresponding to Column 18 [Gauss]
# Column 20: Total number of (Level-2) pixels corresponding to Column 18
# Column 21: Mean net magnetic flux for latitudes between 65 and 75 degrees [Gauss]
# Column 22: Error in the mean corresponding to Column 21 [Gauss]
# Column 23: Total number of (Level-2) pixels corresponding to Column 21
# Column 24: Data processing version number (Level-2 header keyword VERSION)
#
 2006 01 03 1832 2453739.2765   4.816 0.0553 50610   6.454 0.0847 27240   3.975 0.0562 39960  -2.745 0.0698 36566  -3.010 0.0682 29747  -2.907 0.1139 18612  6.0.5   
 2006 01 04 1647 2453740.2039   4.425 0.0565 50838   5.939 0.0840 27346   3.820 0.0598 40120  -3.861 0.0855 36445  -3.595 0.0864 29658  -3.869 0.1353 18570  6.0.5   
 2006 01 04 1735 2453740.2369   4.426 0.0665 50825   5.469 0.0976 27301   3.586 0.0715 40098  -3.338 0.0900 36487  -3.480 0.0933 29703  -3.070 0.1396 18560  6.0.5   
 2006 01 04 1942 2453740.3250   4.429 0.0702 50869   5.548 0.1022 27330   4.116 0.0763 40173  -3.204 0.0910 36436  -3.376 0.0935 29655  -2.890 0.1426 18527  6.0.5   
 2006 01 04 2132 2453740.4018   4.081 0.0688 50764   4.935 0.1044 27297   3.700 0.0712 40069  -3.815 0.0923 36315  -4.309 0.0964 29552  -3.585 0.1414 18475  6.0.5   
 2006 01 05 1601 2453741.1720   4.559 0.0517 51047   5.094 0.0780 27399   4.437 0.0541 40324  -3.402 0.0789 36158  -3.249 0.0795 29456  -3.491 0.1278 18384  6.0.5   
 2006 01 05 2039 2453741.3652   5.208 0.0684 51116   5.490 0.1011 27462   5.042 0.0714 40356  -3.822 0.0866 36179  -3.317 0.0894 29478  -5.067 0.1322 18373  6.0.5   
 2006 01 06 1623 2453742.1869   5.204 0.0665 51171   5.886 0.0955 27515   4.738 0.0719 40386  -4.390 0.0806 35883  -3.594 0.0838 29256  -5.359 0.1217 18196  6.0.5   
 2006 01 06 1712 2453742.2210   4.725 0.0747 51286   5.935 0.1097 27619   4.254 0.0782 40463  -4.066 0.0715 35884  -3.677 0.0739 29260  -4.168 0.1097 18207  6.0.5   
 2006 01 06 1843 2453742.2841   5.481 0.0667 51234   6.536 0.1009 27598   4.945 0.0703 40413  -2.927 0.0890 36015  -2.758 0.0925 29352  -2.678 0.1401 18308  6.0.5   
 2006 01 07 1707 2453743.2177   4.946 0.0660 52350   6.195 0.0935 28177   4.481 0.0696 41292  -2.209 0.1078 36558  -1.738 0.0877 29804  -2.760 0.1861 18554  6.40
 2006 01 08 1657 2453744.2105   5.367 0.0547 51744   6.405 0.0784 27889   4.936 0.0570 40792  -2.639 0.0897 35575  -2.860 0.0913 29015  -3.375 0.1430 18006  6.0.5   
 2006 01 09 1633 2453745.1940   5.247 0.0799 51898   5.960 0.1165 27985   4.994 0.0865 40879  -3.693 0.0973 35308  -3.158 0.0995 28837  -5.404 0.1497 17830  6.0.5   
 2006 01 09 1728 2453745.2326   5.700 0.0817 52026   6.493 0.1223 28027   5.212 0.0864 40990  -3.646 0.0929 35363  -3.096 0.0958 28864  -4.571 0.1423 17895  6.0.5   
 2006 01 09 1905 2453745.2998   4.836 0.0632 51861   5.444 0.0955 27976   4.526 0.0676 40867  -3.014 0.0729 35268  -2.176 0.0755 28829  -4.595 0.1070 17784  6.0.5   
 2006 01 10 1606 2453746.1750   4.359 0.0667 53015   4.858 0.0999 28580   3.845 0.0703 41775  -4.465 0.0960 35879  -4.143 0.0938 29308  -5.580 0.1550 18138  6.40
 2006 01 10 1654 2453746.2090   5.377 0.0667 52252   6.280 0.1001 28182   4.803 0.0726 41164  -4.426 0.0768 35067  -4.276 0.0781 28662  -5.245 0.1186 17696  6.0.5   
 2006 01 10 1833 2453746.2776   5.446 0.0492 52276   6.144 0.0731 28177   4.942 0.0527 41183  -4.241 0.0721 34963  -3.895 0.0757 28591  -4.849 0.1090 17639  6.0.5   
 2006 01 11 1851 2453747.2901   5.424 0.0628 53229   5.746 0.0888 28713   5.062 0.0677 41927  -2.816 0.0890 35607  -2.805 0.0898 29107  -3.590 0.1394 17980  6.40
 2006 01 12 1559 2453748.1707   5.085 0.0515 53429   5.100 0.0734 28831   4.671 0.0552 42071  -3.690 0.0838 35422  -3.160 0.0841 28974  -4.285 0.1348 17865  6.40
 2006 01 12 1654 2453748.2085   5.432 0.0507 52608   5.661 0.0705 28372   4.927 0.0549 41423  -4.686 0.0770 34505  -4.018 0.0768 28246  -5.326 0.1212 17396  6.0.5   
 2006 01 12 1829 2453748.2746   5.716 0.0442 52708   5.470 0.0642 28392   5.572 0.0469 41538  -3.536 0.0675 34545  -2.674 0.0638 28295  -4.558 0.1095 17442  6.0.5   
 2006 01 13 1603 2453749.1730   4.781 0.0678 52831   5.234 0.0987 28527   4.289 0.0718 41595  -4.003 0.0982 34468  -3.152 0.0967 28227  -5.826 0.1608 17362  6.0.5   
 2006 01 13 1657 2453749.2104   4.503 0.0636 52764   5.452 0.0893 28493   3.933 0.0680 41543  -3.945 0.0829 34337  -3.417 0.0832 28088  -6.077 0.1358 17316  6.0.5   
 2006 01 13 1834 2453749.2781   4.685 0.0478 52804   5.395 0.0705 28499   4.107 0.0489 41536  -3.849 0.0728 34229  -2.941 0.0740 28043  -5.919 0.1094 17215  6.0.5   
 2006 01 14 1753 2453750.2493   4.991 0.0610 53816   5.619 0.0866 29077   4.154 0.0627 42350  -4.384 0.0862 34931  -3.716 0.0846 28613  -6.224 0.1413 17573  6.40
 2006 01 15 1550 2453751.1641   5.299 0.0519 53066   5.185 0.0762 28663   4.888 0.0544 41732  -3.745 0.0759 33803  -2.667 0.0716 27717  -5.074 0.1274 16953  6.0.5   
 2006 01 16 1608 2453752.1765   5.133 0.0532 53202   5.383 0.0765 28763   4.251 0.0559 41814  -3.063 0.1044 33850  -1.551 0.0950 27758  -5.269 0.1795 17024  6.0.5   
 2006 01 17 1614 2453753.1806   5.332 0.0700 53438   5.741 0.0986 28910   4.995 0.0749 42025  -2.481 0.1646 33749  -2.519 0.1653 27694  -3.171 0.2576 16894  6.0.5   
 2006 01 17 1656 2453753.2100   5.305 0.0782 53522   5.517 0.1122 28942   4.886 0.0836 42074  -2.478 0.1005 33560  -2.524 0.0975 27544  -2.571 0.1698 16815  6.0.5   
 2006 01 20 1756 2453756.2517   5.976 0.0777 54026   7.480 0.1182 29294   5.212 0.0826 42428  -3.442 0.0823 32894  -3.231 0.0835 27050  -3.855 0.1327 16417  6.0.5   
 2006 01 20 1847 2453756.2868   6.040 0.0721 54020   7.488 0.1094 29310   5.301 0.0751 42411  -3.644 0.0914 32905  -3.006 0.0916 27066  -4.544 0.1488 16416  6.0.5   
 2006 01 20 2047 2453756.3702   6.240 0.0665 54068   7.845 0.0976 29282   5.778 0.0721 42494  -4.972 0.0891 32826  -4.065 0.0915 27019  -7.238 0.1368 16335  6.0.5   
 2006 01 21 1734 2453757.2365   5.163 0.0550 54201   6.704 0.0829 29424   4.330 0.0566 42538  -4.023 0.0753 32684  -3.404 0.0760 26926  -4.791 0.1256 16288  6.0.5   
 2006 01 22 1703 2453758.2148   4.963 0.0564 54335   6.330 0.0846 29492   4.113 0.0594 42645  -5.558 0.0867 32494  -4.890 0.0890 26782  -6.360 0.1384 16190  6.0.5   
 2006 01 23 1710 2453759.2195   5.255 0.0732 55412   6.938 0.1094 30059   4.492 0.0751 43501  -5.265 0.1061 33059  -4.225 0.1132 27243  -6.386 0.1732 16438  6.40
 2006 01 23 1801 2453759.2552   5.890 0.0766 55452   8.207 0.1140 30081   4.832 0.0798 43533  -4.328 0.0881 33075  -3.382 0.0901 27255  -5.113 0.1399 16445  6.40
 2006 01 23 1923 2453759.3121   5.195 0.0656 54278   7.388 0.0992 29478   4.329 0.0663 42600  -5.403 0.0742 32055  -4.519 0.0759 26431  -6.574 0.1172 15920  6.0.5   
 2006 01 24 2200 2453760.4213   6.167 0.0623 55534   8.296 0.0921 30138   5.447 0.0655 43586  -5.014 0.0902 32787  -4.690 0.0941 27035  -5.781 0.1305 16280  6.40
 2006 01 25 1634 2453761.1944   4.961 0.0614 54614   6.534 0.0931 29676   4.242 0.0650 42823  -4.174 0.0827 31814  -3.750 0.0816 26270  -4.652 0.1340 15762  6.0.5   
 2006 01 25 1949 2453761.3301   5.689 0.0627 54812   7.604 0.0961 29816   4.512 0.0643 42978  -4.968 0.0804 31833  -4.554 0.0791 26257  -5.482 0.1309 15808  6.0.5   
 2006 01 26 1607 2453762.1763   4.112 0.0640 55926   5.786 0.0983 30370   3.318 0.0674 43876  -4.099 0.0912 32527  -3.156 0.0908 26854  -5.221 0.1484 16116  6.40
 2006 01 27 1612 2453763.1795   5.011 0.0679 56088   5.615 0.0979 30471   4.917 0.0760 43991  -4.241 0.1024 32356  -3.753 0.1001 26728  -5.063 0.1693 16013  6.40
 2006 01 27 1727 2453763.2317   5.215 0.0677 55110   6.432 0.0985 29923   4.672 0.0742 43223  -4.353 0.1184 31650  -2.963 0.1089 26136  -6.105 0.2020 15672  6.0.5   
 2006 01 27 1858 2453763.2947   5.308 0.0660 55117   6.940 0.0970 29950   4.902 0.0725 43227  -4.974 0.0940 31523  -3.942 0.0877 26051  -6.527 0.1537 15589  6.0.5   
 2006 01 28 1750 2453764.2472   5.337 0.0584 55195   6.492 0.0918 30004   5.102 0.0626 43276  -3.279 0.0789 31278  -2.762 0.0792 25851  -4.581 0.1278 15442  6.0.5   
 2006 01 29 1607 2453765.1760   3.907 0.0705 55380   5.106 0.1039 30142   3.110 0.0749 43394  -4.828 0.1023 31249  -4.007 0.1024 25853  -6.489 0.1631 15435  6.0.5   
 2006 01 29 1746 2453765.2448   4.853 0.0457 55308   5.860 0.0656 30076   4.177 0.0495 43325  -4.733 0.0838 31199  -4.106 0.0849 25818  -6.307 0.1349 15412  6.0.5   
 2006 01 29 2057 2453765.3776   4.998 0.0498 55335   6.560 0.0703 30162   4.153 0.0540 43339  -4.908 0.0827 31136  -4.124 0.0848 25748  -5.904 0.1322 15372  6.0.5   
 2006 01 30 1609 2453766.1777   4.350 0.0714 56510   4.882 0.1027 30729   4.155 0.0766 44296  -4.522 0.1154 31833  -4.054 0.1160 26347  -5.598 0.1881 15698  6.40
 2006 01 30 1701 2453766.2133   3.932 0.0655 55542   4.363 0.0947 30207   3.756 0.0698 43546  -5.458 0.1013 31136  -5.306 0.1016 25758  -6.236 0.1649 15375  6.0.5   
 2006 01 30 1830 2453766.2753   4.763 0.0674 55529   5.609 0.0951 30227   4.416 0.0719 43499  -5.334 0.0813 30947  -4.910 0.0813 25597  -6.440 0.1320 15240  6.0.5   
 2006 01 31 1959 2453767.3373   4.943 0.0513 55559   6.284 0.0730 30269   4.238 0.0547 43510  -5.121 0.0978 30825  -4.665 0.0932 25507  -7.001 0.1628 15178  6.0.5   
 2006 02 01 2023 2453768.3534   4.578 0.0549 56747   5.466 0.0763 30882   3.778 0.0578 44462  -4.745 0.0901 31456  -4.408 0.0921 26064  -6.672 0.1487 15479  6.40
 2006 02 01 2112 2453768.3877   5.202 0.0531 55701   6.376 0.0761 30364   4.210 0.0552 43591  -4.786 0.0962 30523  -4.302 0.1036 25283  -6.491 0.1703 15050  6.0.5   
 2006 02 02 1544 2453769.1600   4.217 0.0634 56856   5.312 0.0891 30951   3.597 0.0687 44542  -3.258 0.1283 31335  -2.524 0.1284 25976  -5.147 0.2062 15401  6.40
 2006 02 03 1542 2453770.1589   3.345 0.0635 55898   3.909 0.0955 30472   2.645 0.0662 43751  -5.413 0.1054 30469  -4.433 0.1059 25277  -7.888 0.1702 14953  6.0.5   
 2006 02 03 1635 2453770.1952   3.715 0.0664 56028   4.561 0.0971 30578   3.084 0.0709 43853  -3.616 0.1184 30544  -3.680 0.1220 25324  -4.083 0.1850 15000  6.0.5   
 2006 02 03 1807 2453770.2597   3.833 0.0665 55959   4.656 0.0996 30472   3.321 0.0680 43820  -5.349 0.1183 30524  -4.894 0.1199 25309  -6.878 0.1866 14994  6.0.5   
 2006 02 04 1528 2453771.1489   3.319 0.0467 55917   4.126 0.0685 30465   2.803 0.0486 43781  -5.210 0.0876 30237  -5.349 0.0841 25083  -6.039 0.1461 14807  6.0.5   
 2006 02 04 1625 2453771.1884   3.763 0.0562 56003   4.662 0.0840 30514   3.043 0.0575 43836  -5.113 0.0888 30201  -4.764 0.0887 25045  -5.860 0.1409 14822  6.0.5   
 2006 02 06 1554 2453773.1669   4.035 0.0602 57328   4.394 0.0847 31240   3.590 0.0642 44881  -5.131 0.1030 30754  -5.224 0.1014 25549  -5.341 0.1674 15055  6.40
 2006 02 06 1654 2453773.2085   4.188 0.0545 56243   5.005 0.0756 30718   3.602 0.0581 44002  -4.914 0.0895 29885  -4.704 0.0870 24819  -5.920 0.1490 14653  6.0.5   
 2006 02 06 1832 2453773.2770   4.269 0.0509 56079   5.087 0.0732 30562   3.637 0.0519 43914  -7.188 0.0936 29872  -6.768 0.0918 24811  -8.427 0.1550 14626  6.0.5   
 2006 02 07 1610 2453774.1778   3.013 0.0605 56221   3.578 0.0842 30669   2.687 0.0644 43990  -4.118 0.1116 29859  -4.213 0.1132 24808  -4.222 0.1768 14599  6.0.5   
 2006 02 08 1603 2453775.1731   4.105 0.0744 56520   4.937 0.1025 30844   3.696 0.0817 44217  -4.942 0.1076 29733  -3.902 0.1078 24731  -6.870 0.1721 14504  6.0.5   
 2006 02 10 1700 2453777.2125   4.500 0.0608 56516   4.764 0.0862 30846   4.262 0.0660 44207  -3.546 0.0933 29352  -3.354 0.0936 24430  -3.662 0.1528 14311  6.0.5   
 2006 02 10 1804 2453777.2572   4.676 0.0575 56606   5.003 0.0820 30884   4.594 0.0626 44277  -3.789 0.1025 29482  -4.064 0.1024 24524  -3.609 0.1704 14375  6.0.5   
 2006 02 11 1523 2453778.1457   4.856 0.0620 56471   5.100 0.0884 30783   4.751 0.0688 44172  -4.865 0.1172 29318  -3.917 0.1086 24401  -6.342 0.2040 14305  6.0.5   
 2006 02 12 1622 2453779.1862   4.463 0.0638 57851   4.553 0.0895 31569   4.285 0.0687 45254  -3.001 0.1035 29980  -2.524 0.1022 24977  -3.437 0.1721 14592  6.40
 2006 02 13 1524 2453780.1459   4.535 0.0683 57938   5.013 0.1009 31622   4.339 0.0707 45315  -3.733 0.1069 29883  -2.993 0.1028 24907  -5.606 0.1848 14532  6.40
 2006 04 13 1637 2453839.1970   2.906 0.0448 54183   3.043 0.0632 29443   3.075 0.0504 42497  -4.433 0.0778 31143  -4.198 0.0783 25733  -5.368 0.1249 15405  6.40
 2006 04 17 1619 2453843.1843   3.525 0.0527 53403   4.440 0.0797 28976   3.326 0.0584 41918  -6.676 0.1075 31700  -5.652 0.1077 26127  -8.435 0.1705 15754  6.40
 2006 04 17 1744 2453843.2431   3.384 0.0486 53427   4.369 0.0722 28991   3.163 0.0538 41938  -6.092 0.1067 31730  -5.427 0.1093 26153  -7.522 0.1583 15771  6.40
 2006 04 17 1959 2453843.3373   3.693 0.0530 53379   4.544 0.0798 28964   3.436 0.0596 41899  -6.298 0.1016 31722  -5.353 0.1024 26145  -8.383 0.1604 15771  6.40
 2006 04 18 1638 2453844.1978   2.836 0.0462 53256   3.452 0.0656 28882   2.836 0.0506 41815  -5.138 0.0775 31876  -5.044 0.0775 26259  -5.641 0.1247 15862  6.40
 2006 04 18 2017 2453844.3497   2.447 0.0322 51912   3.277 0.0455 28146   1.982 0.0358 40762  -3.792 0.0414 30870  -3.244 0.0410 25442  -4.545 0.0648 15373  6.0.5   
 2006 04 19 1734 2453845.2363   2.896 0.0512 52988   3.633 0.0744 28727   2.517 0.0557 41613  -5.149 0.0869 32005  -3.960 0.0850 26351  -7.466 0.1379 15942  6.40
 2006 04 20 1751 2453846.2480   3.763 0.0485 52782   4.247 0.0720 28606   3.502 0.0514 41458  -5.087 0.0860 32164  -4.015 0.0818 26462  -5.990 0.1435 16042  6.40
 2006 04 22 1542 2453848.1585   2.857 0.0517 52471   3.562 0.0753 28412   2.341 0.0571 41237  -5.755 0.0954 32523  -4.858 0.0902 26726  -7.590 0.1540 16261  6.40
 2006 04 23 1626 2453849.1895   3.240 0.0398 52249   4.109 0.0569 28283   2.779 0.0424 41073  -3.216 0.0806 32685  -3.225 0.0817 26843  -3.629 0.1278 16360  6.40
 2006 04 24 1842 2453850.2839   4.102 0.0420 51998   5.049 0.0594 28131   3.324 0.0455 40890  -5.184 0.0980 32854  -4.612 0.1044 26959  -7.640 0.1406 16469  6.40
 2006 04 25 2148 2453851.4130   4.842 0.0513 51667   5.397 0.0748 27936   4.308 0.0534 40642  -3.134 0.0949 32994  -3.406 0.0982 27056  -3.175 0.1469 16560  6.40
 2006 04 26 1527 2453852.1480   3.030 0.0425 51651   3.739 0.0614 27919   2.673 0.0462 40631  -4.125 0.0781 33208  -3.431 0.0780 27220  -5.981 0.1212 16682  6.40
 2006 04 28 1530 2453854.1505   2.366 0.0313 49828   2.916 0.0439 26883   2.028 0.0344 39205  -3.465 0.0449 32486  -3.287 0.0452 26601  -4.602 0.0718 16381  6.0.5   
 2006 04 29 1456 2453855.1264   2.607 0.0473 49853   3.072 0.0718 26944   2.359 0.0484 39252  -3.071 0.0565 32776  -2.878 0.0587 26825  -3.644 0.0851 16514  6.0.5   
 2006 04 30 1454 2453856.1255   2.808 0.0429 49576   3.461 0.0639 26734   2.365 0.0463 39045  -3.204 0.0544 33001  -2.877 0.0583 26991  -3.976 0.0860 16653  6.0.5   
 2006 05 01 1617 2453857.1828   3.418 0.0474 50503   4.121 0.0695 27229   2.752 0.0491 39790  -4.085 0.0952 34098  -3.874 0.1055 27854  -4.349 0.1095 17234  6.40
 2006 05 01 2011 2453857.3454   4.462 0.0397 48997   5.676 0.0592 26416   3.528 0.0389 38560  -4.924 0.0570 32816  -4.669 0.0581 26817  -5.943 0.0895 16552  6.0.5   
 2006 05 02 1624 2453858.1880   2.252 0.0572 49407   2.759 0.0890 26642   1.980 0.0579 38941  -4.357 0.0724 33248  -3.887 0.0736 27147  -4.960 0.1142 16825  6.0.5   
 2006 05 03 1555 2453859.1680   3.458 0.0470 48810   4.745 0.0719 26323   2.861 0.0485 38467  -4.749 0.0773 33371  -3.898 0.0787 27237  -6.213 0.1191 16876  6.0.5   
 2006 05 04 1611 2453860.1789   3.735 0.0575 48721   4.760 0.0833 26231   3.105 0.0602 38410  -4.575 0.0946 33785  -4.004 0.1001 27577  -5.889 0.1485 17134  6.0.5   
 2006 05 04 1947 2453860.3291   5.227 0.0519 48692   6.477 0.0775 26205   4.426 0.0529 38364  -5.046 0.0800 33650  -4.830 0.0815 27444  -5.689 0.1246 17036  6.0.5   
 2006 05 05 1640 2453861.1992   4.308 0.0572 48512   5.768 0.0833 26102   3.616 0.0612 38243  -5.376 0.0872 33975  -4.820 0.0909 27658  -6.388 0.1312 17269  6.0.5   
 2006 05 06 1553 2453862.1661   3.556 0.0581 48205   4.920 0.0867 25950   2.735 0.0618 38007  -5.170 0.0797 34026  -4.536 0.0837 27741  -7.130 0.1219 17326  6.0.5   
 2006 05 07 1602 2453863.1725   3.023 0.0559 47989   4.032 0.0892 25848   2.351 0.0579 37850  -5.583 0.0873 34288  -5.123 0.0916 27893  -6.145 0.1308 17485  6.0.5   
 2006 05 08 1615 2453864.1816   3.609 0.0568 48981   4.935 0.0890 26303   3.273 0.0610 38683  -5.952 0.0878 35512  -5.510 0.0913 28882  -6.936 0.1304 18100  6.40
 2006 05 09 1605 2453865.1749   3.525 0.0613 47571   5.439 0.0974 25532   3.100 0.0654 37560  -4.494 0.0952 34799  -3.828 0.0996 28273  -5.350 0.1431 17775  6.0.5   
 2006 05 09 2143 2453865.4092   6.980 0.0630 47497   9.045 0.1005 25509   6.406 0.0681 37543  -3.696 0.0845 34720  -2.737 0.0888 28225  -5.739 0.1284 17726  6.0.5   
 2006 05 10 1728 2453866.2326   5.811 0.0428 47140   7.187 0.0669 25325   5.361 0.0454 37257  -1.936 0.0809 34883  -1.454 0.0858 28377  -1.992 0.1202 17766  6.0.5   
 2006 05 11 1626 2453867.1890   4.533 0.0546 47101   6.118 0.0823 25268   3.860 0.0587 37236  -3.577 0.0732 34984  -3.271 0.0744 28426  -4.191 0.1106 17846  6.0.5   
 2006 05 11 1721 2453867.2276   4.542 0.0452 46920   5.925 0.0694 25166   3.677 0.0477 37093  -2.743 0.0681 34902  -2.152 0.0691 28320  -3.165 0.1045 17814  6.0.5   
 2006 05 12 2001 2453868.3386   4.647 0.0495 46777   5.401 0.0721 25081   4.303 0.0541 36974  -3.409 0.0687 35115  -2.813 0.0704 28505  -4.649 0.1059 17971  6.0.5   
 2006 05 13 1851 2453869.2901   3.946 0.0457 46457   4.637 0.0690 24881   3.599 0.0500 36763  -4.476 0.0635 35428  -3.565 0.0665 28731  -6.135 0.0954 18158  6.0.5   
 2006 05 14 1925 2453870.3136   4.068 0.0418 46169   4.558 0.0632 24711   3.901 0.0444 36525  -4.470 0.0572 35555  -3.792 0.0596 28812  -6.318 0.0854 18197  6.0.5   
 2006 05 15 1647 2453871.2035   2.855 0.0441 46085   3.112 0.0660 24638   2.927 0.0471 36489  -3.953 0.0606 35790  -3.613 0.0618 29005  -4.862 0.0932 18356  6.0.5   
 2006 05 16 1729 2453872.2332   2.910 0.0461 47104   3.601 0.0677 25175   2.700 0.0506 37308  -3.828 0.0732 37222  -3.289 0.0757 30123  -5.204 0.1115 19146  6.40
 2006 05 17 1518 2453873.1422   2.276 0.0550 45572   2.484 0.0801 24306   2.234 0.0608 36138  -5.002 0.0779 36266  -4.453 0.0812 29332  -5.869 0.1188 18672  6.0.5   
 2006 05 18 1655 2453874.2092   2.981 0.0517 45363   3.553 0.0762 24184   2.970 0.0552 36000  -5.713 0.0790 36488  -5.519 0.0797 29478  -6.624 0.1233 18800  6.0.5   
 2006 05 19 1633 2453875.1938   3.357 0.0499 45070   4.249 0.0732 24047   2.994 0.0537 35728  -5.992 0.0701 36651  -5.387 0.0745 29605  -7.421 0.1028 18930  6.0.5   
 2006 05 20 1555 2453876.1677   2.633 0.0531 44883   3.714 0.0791 23924   2.115 0.0562 35594  -6.741 0.0783 36935  -6.676 0.0860 29835  -7.207 0.1164 19073  6.0.5   
 2006 05 21 1717 2453877.2248   3.150 0.0529 44702   5.065 0.0792 23773   2.352 0.0549 35484  -4.581 0.1849 24427  -4.421 0.1813 21066  -4.875 0.3286 10932  6.0.5   
 2006 05 23 1606 2453879.1754   3.623 0.0447 45296   4.231 0.0644 24087   3.225 0.0477 35977  -5.535 0.0578 38649  -5.457 0.0631 31144  -6.001 0.0840 20037  6.40
 2006 05 23 1706 2453879.2167   3.478 0.0471 44046   3.952 0.0686 23462   3.240 0.0512 34940  -5.845 0.0576 37454  -5.883 0.0607 30178  -5.997 0.0848 19420  6.0.5   
 2006 05 23 1857 2453879.2943   3.871 0.0447 43920   4.505 0.0647 23350   3.257 0.0490 34843  -5.464 0.0628 37448  -5.856 0.0680 30181  -5.581 0.0941 19414  6.0.5   
 2006 05 24 1518 2453880.1421   3.244 0.0645 43990   3.894 0.0992 23397   2.866 0.0668 34941  -6.336 0.0819 37820  -6.012 0.0884 30426  -6.998 0.1214 19625  6.0.5   
 2006 05 24 2243 2453880.4512   4.464 0.0550 43908   5.162 0.0812 23302   4.286 0.0593 34897  -6.606 0.0732 37861  -6.672 0.0785 30476  -7.596 0.1071 19656  6.0.5   
 2006 05 25 1553 2453881.1664   2.817 0.0538 43661   3.269 0.0807 23137   2.648 0.0568 34724  -4.959 0.0697 38025  -4.778 0.0717 30592  -5.489 0.1023 19757  6.0.5   
 2006 05 25 1813 2453881.2632   2.894 0.0539 43681   3.557 0.0789 23181   3.041 0.0580 34718  -5.287 0.0632 38053  -4.977 0.0660 30645  -5.938 0.0925 19711  6.0.5   
 2006 05 26 1601 2453882.1722   2.618 0.0554 43389   3.978 0.0832 23024   2.099 0.0578 34479  -5.648 0.0671 38170  -5.607 0.0725 30693  -5.868 0.0934 19846  6.0.5   
 2006 05 26 1655 2453882.2094   2.688 0.0549 43360   3.522 0.0824 23021   2.364 0.0559 34441  -5.868 0.0728 38277  -5.696 0.0777 30769  -6.196 0.1037 19873  6.0.5   
 2006 05 26 1853 2453882.2912   3.413 0.0570 43377   4.171 0.0846 23034   2.951 0.0598 34461  -5.751 0.0743 38258  -5.691 0.0766 30772  -6.088 0.1076 19899  6.0.5   
 2006 05 28 1600 2453884.1711   3.308 0.0426 42685   4.008 0.0635 22606   3.311 0.0456 33978  -5.119 0.0469 38420  -4.970 0.0494 30898  -5.316 0.0692 20001  6.0.5   
 2006 05 29 1558 2453885.1697   2.953 0.0414 42362   3.558 0.0619 22436   2.980 0.0447 33727  -4.239 0.0546 38677  -4.034 0.0576 31044  -4.761 0.0837 20181  6.0.5   
 2006 05 29 1803 2453885.2564   3.647 0.0505 43775   4.600 0.0748 23163   3.404 0.0552 34868  -3.821 0.0640 40001  -3.989 0.0651 32123  -3.526 0.0980 20865  6.40
 2006 05 29 1827 2453885.2734   3.374 0.0491 42520   4.507 0.0735 22530   3.147 0.0538 33843  -4.231 0.0665 38861  -4.406 0.0681 31189  -4.194 0.1002 20285  6.0.5   
 2006 05 30 1558 2453886.1696   2.732 0.0571 42443   2.782 0.0873 22441   2.951 0.0617 33807  -4.411 0.0673 39133  -4.647 0.0685 31414  -4.700 0.1046 20417  6.0.5   
 2006 05 30 1646 2453886.2030   3.272 0.0505 42394   3.803 0.0776 22443   3.366 0.0549 33742  -4.171 0.0589 39093  -4.007 0.0605 31394  -4.706 0.0910 20422  6.0.5   
 2006 05 31 1617 2453887.1832   2.996 0.0531 42173   3.580 0.0799 22302   2.805 0.0576 33627  -5.032 0.0723 39425  -4.734 0.0751 31599  -5.723 0.1087 20637  6.0.5   
 2006 06 01 1623 2453888.1869   2.859 0.0553 43096   3.431 0.0811 22751   3.069 0.0582 34374  -4.587 0.0693 40702  -4.015 0.0743 32637  -5.361 0.0984 21289  6.40
