# SOLIS VSM 6302L/core Polar Mean Radial Field (Filtered) Time Series Parameter Data
#
# This file contains a filtered time series of parameter values measured
# from 630.15nm Fe line core magnetograms made with the Vector
# SpectroMagnetograph (VSM) instrument on the Synoptic Optical
# Long-term Investigations of the Sun (SOLIS) telescope.  SOLIS
# was designed and built by the National Solar Observatory (NSO)
# and is operated by the NSO Integrated Synoptic Program (NISP).
# This file was created on Nov 4, 2016 at 02:19:42 (UTC) with
# version 1.3 of the routine solis_vsm_polarfield_filter.pro.
#
# The data columns below are described as follows (note that all 
# measurements correspond to longitudes between -50 and 50 degrees):
#
# Column  1: UT year [YYYY]
# Column  2: UT month [MM]
# Column  3: UT day [DD]
# Column  4: UT time [HHMM]
# Column  5: Julian day number corresponding to columns 1-4 [days]
# Column  6: Mean net magnetic flux for latitudes between -75 and -60 degrees [Gauss]
# Column  7: Error in the mean corresponding to Column 6 [Gauss]
# Column  8: Mean net magnetic flux for latitudes between -75 and -65 degrees [Gauss]
# Column  9: Error in the mean corresponding to Column 8 [Gauss]
# Column 10: Mean net magnetic flux for latitudes between -70 and -60 degrees [Gauss]
# Column 11: Error in the mean corresponding to Column 10 [Gauss]
# Column 12: Mean net magnetic flux for latitudes between 60 and 75 degrees [Gauss]
# Column 13: Error in the mean corresponding to Column 12 [Gauss]
# Column 14: Mean net magnetic flux for latitudes between 60 and 70 degrees [Gauss]
# Column 15: Error in the mean corresponding to Column 14 [Gauss]
# Column 16: Mean net magnetic flux for latitudes between 65 and 75 degrees [Gauss]
# Column 17: Error in the mean corresponding to Column 16 [Gauss]
#
 2007 07 14 1200 2454296.0000   3.592 0.0291   4.530 0.0409   3.135 0.0291  -4.087 0.0388  -3.668 0.0370  -4.990 0.0533
 2007 07 15 1200 2454297.0000   3.590 0.0291   4.524 0.0409   3.133 0.0292  -4.083 0.0386  -3.666 0.0368  -4.986 0.0531
 2007 07 16 1200 2454298.0000   3.586 0.0292   4.520 0.0409   3.129 0.0294  -4.080 0.0384  -3.663 0.0367  -4.984 0.0530
 2007 07 17 1200 2454299.0000   3.582 0.0292   4.515 0.0408   3.126 0.0294  -4.075 0.0381  -3.659 0.0364  -4.980 0.0528
 2007 07 18 1200 2454300.0000   3.580 0.0291   4.512 0.0408   3.124 0.0294  -4.074 0.0381  -3.658 0.0364  -4.978 0.0528
 2007 07 19 1200 2454301.0000   3.574 0.0291   4.506 0.0407   3.118 0.0294  -4.074 0.0381  -3.659 0.0364  -4.976 0.0528
 2007 07 20 1200 2454302.0000   3.569 0.0292   4.500 0.0407   3.113 0.0296  -4.071 0.0381  -3.656 0.0365  -4.974 0.0528
 2007 07 21 1200 2454303.0000   3.564 0.0293   4.493 0.0408   3.109 0.0297  -4.072 0.0381  -3.657 0.0365  -4.975 0.0528
 2007 07 22 1200 2454304.0000   3.561 0.0294   4.491 0.0409   3.106 0.0298  -4.073 0.0382  -3.658 0.0365  -4.973 0.0527
 2007 07 23 1200 2454305.0000   3.559 0.0295   4.488 0.0410   3.105 0.0298  -4.069 0.0379  -3.654 0.0364  -4.967 0.0523
 2007 07 24 1200 2454306.0000   3.558 0.0295   4.486 0.0411   3.104 0.0299  -4.069 0.0379  -3.655 0.0364  -4.966 0.0522
 2007 07 25 1200 2454307.0000   3.555 0.0295   4.480 0.0412   3.100 0.0300  -4.069 0.0379  -3.654 0.0364  -4.964 0.0522
 2007 07 26 1200 2454308.0000   3.556 0.0295   4.482 0.0411   3.099 0.0300  -4.067 0.0379  -3.651 0.0364  -4.960 0.0523
 2007 07 27 1200 2454309.0000   3.554 0.0295   4.481 0.0411   3.097 0.0300  -4.065 0.0379  -3.649 0.0363  -4.959 0.0523
 2007 07 28 1200 2454310.0000   3.552 0.0295   4.479 0.0411   3.095 0.0300  -4.065 0.0379  -3.648 0.0363  -4.958 0.0523
 2007 07 29 1200 2454311.0000   3.551 0.0295   4.477 0.0411   3.094 0.0300  -4.068 0.0377  -3.651 0.0361  -4.960 0.0522
 2007 07 30 1200 2454312.0000   3.548 0.0295   4.474 0.0410   3.091 0.0300  -4.066 0.0377  -3.650 0.0361  -4.959 0.0521
 2007 07 31 1200 2454313.0000   3.545 0.0295   4.471 0.0410   3.089 0.0300  -4.065 0.0377  -3.649 0.0361  -4.957 0.0521
 2007 08 01 1200 2454314.0000   3.542 0.0295   4.467 0.0410   3.086 0.0300  -4.064 0.0377  -3.648 0.0361  -4.956 0.0521
 2007 08 02 1200 2454315.0000   3.539 0.0293   4.463 0.0408   3.084 0.0299  -4.068 0.0376  -3.653 0.0359  -4.959 0.0522
 2007 08 03 1200 2454316.0000   3.536 0.0293   4.456 0.0405   3.083 0.0299  -4.065 0.0376  -3.650 0.0358  -4.955 0.0521
 2007 08 04 1200 2454317.0000   3.532 0.0292   4.450 0.0404   3.080 0.0299  -4.065 0.0376  -3.651 0.0358  -4.952 0.0521
 2007 08 05 1200 2454318.0000   3.527 0.0290   4.445 0.0400   3.075 0.0298  -4.063 0.0376  -3.650 0.0358  -4.950 0.0521
 2007 08 06 1200 2454319.0000   3.528 0.0290   4.446 0.0401   3.074 0.0297  -4.062 0.0375  -3.648 0.0357  -4.951 0.0521
 2007 08 07 1200 2454320.0000   3.525 0.0290   4.443 0.0401   3.072 0.0297  -4.058 0.0372  -3.644 0.0354  -4.948 0.0520
 2007 08 08 1200 2454321.0000   3.523 0.0291   4.439 0.0400   3.072 0.0298  -4.056 0.0372  -3.643 0.0354  -4.944 0.0518
 2007 08 09 1200 2454322.0000   3.523 0.0291   4.440 0.0401   3.073 0.0297  -4.054 0.0371  -3.642 0.0352  -4.943 0.0517
 2007 08 10 1200 2454323.0000   3.523 0.0291   4.442 0.0401   3.072 0.0297  -4.051 0.0372  -3.637 0.0354  -4.942 0.0517
 2007 08 11 1200 2454324.0000   3.523 0.0291   4.443 0.0402   3.073 0.0298  -4.052 0.0372  -3.638 0.0354  -4.943 0.0518
 2007 08 12 1200 2454325.0000   3.522 0.0291   4.440 0.0401   3.074 0.0298  -4.047 0.0369  -3.634 0.0352  -4.938 0.0514
 2007 08 13 1200 2454326.0000   3.521 0.0290   4.441 0.0402   3.074 0.0298  -4.046 0.0369  -3.633 0.0352  -4.937 0.0514
 2007 08 14 1200 2454327.0000   3.517 0.0291   4.436 0.0402   3.071 0.0298  -4.043 0.0370  -3.630 0.0352  -4.936 0.0514
 2007 08 15 1200 2454328.0000   3.514 0.0292   4.431 0.0401   3.070 0.0298  -4.039 0.0369  -3.627 0.0351  -4.932 0.0513
 2007 08 16 1200 2454329.0000   3.510 0.0293   4.424 0.0404   3.067 0.0299  -4.039 0.0368  -3.627 0.0352  -4.933 0.0513
 2007 08 17 1200 2454330.0000   3.506 0.0294   4.419 0.0404   3.064 0.0300  -4.037 0.0368  -3.626 0.0351  -4.931 0.0513
 2007 08 18 1200 2454331.0000   3.503 0.0295   4.416 0.0405   3.062 0.0300  -4.036 0.0368  -3.625 0.0351  -4.929 0.0513
 2007 08 19 1200 2454332.0000   3.500 0.0295   4.412 0.0405   3.059 0.0300  -4.035 0.0368  -3.625 0.0351  -4.928 0.0512
 2007 08 20 1200 2454333.0000   3.495 0.0298   4.407 0.0406   3.055 0.0302  -4.034 0.0368  -3.624 0.0351  -4.927 0.0512
 2007 08 21 1200 2454334.0000   3.489 0.0300   4.402 0.0408   3.052 0.0303  -4.036 0.0369  -3.626 0.0352  -4.929 0.0514
 2007 08 22 1200 2454335.0000   3.483 0.0303   4.395 0.0410   3.048 0.0305  -4.033 0.0366  -3.624 0.0351  -4.924 0.0507
 2007 08 23 1200 2454336.0000   3.483 0.0304   4.395 0.0410   3.049 0.0305  -4.031 0.0366  -3.622 0.0351  -4.923 0.0507
 2007 08 24 1200 2454337.0000   3.481 0.0304   4.392 0.0410   3.047 0.0305  -4.030 0.0366  -3.622 0.0351  -4.922 0.0506
 2007 08 25 1200 2454338.0000   3.477 0.0305   4.388 0.0411   3.044 0.0306  -4.030 0.0366  -3.621 0.0351  -4.923 0.0507
 2007 08 26 1200 2454339.0000   3.475 0.0305   4.383 0.0411   3.044 0.0306  -4.029 0.0365  -3.620 0.0351  -4.922 0.0507
 2007 08 27 1200 2454340.0000   3.476 0.0305   4.383 0.0411   3.045 0.0306  -4.030 0.0366  -3.620 0.0351  -4.924 0.0508
 2007 08 28 1200 2454341.0000   3.475 0.0305   4.379 0.0412   3.047 0.0305  -4.032 0.0367  -3.621 0.0351  -4.929 0.0511
 2007 08 29 1200 2454342.0000   3.474 0.0305   4.377 0.0413   3.047 0.0305  -4.033 0.0367  -3.622 0.0351  -4.931 0.0511
 2007 08 30 1200 2454343.0000   3.476 0.0304   4.379 0.0411   3.049 0.0304  -4.035 0.0367  -3.623 0.0352  -4.933 0.0511
 2007 08 31 1200 2454344.0000   3.474 0.0305   4.380 0.0411   3.047 0.0305  -4.037 0.0368  -3.624 0.0351  -4.937 0.0512
 2007 09 01 1200 2454345.0000   3.472 0.0305   4.377 0.0411   3.045 0.0305  -4.037 0.0368  -3.623 0.0351  -4.938 0.0513
 2007 09 02 1200 2454346.0000   3.469 0.0306   4.375 0.0412   3.041 0.0307  -4.037 0.0368  -3.623 0.0351  -4.939 0.0513
 2007 09 03 1200 2454347.0000   3.466 0.0307   4.374 0.0412   3.038 0.0308  -4.040 0.0369  -3.625 0.0353  -4.941 0.0513
 2007 09 04 1200 2454348.0000   3.465 0.0307   4.375 0.0412   3.037 0.0308  -4.039 0.0368  -3.625 0.0352  -4.937 0.0514
 2007 09 05 1200 2454349.0000   3.459 0.0308   4.370 0.0412   3.031 0.0310  -4.040 0.0367  -3.627 0.0350  -4.939 0.0512
 2007 09 06 1200 2454350.0000   3.453 0.0309   4.365 0.0411   3.026 0.0311  -4.040 0.0367  -3.628 0.0349  -4.934 0.0516
 2007 09 07 1200 2454351.0000   3.451 0.0309   4.362 0.0411   3.025 0.0311  -4.043 0.0363  -3.631 0.0345  -4.939 0.0511
 2007 09 08 1200 2454352.0000   3.450 0.0309   4.363 0.0411   3.025 0.0311  -4.043 0.0363  -3.630 0.0344  -4.938 0.0511
 2007 09 09 1200 2454353.0000   3.446 0.0310   4.360 0.0411   3.023 0.0312  -4.044 0.0363  -3.633 0.0345  -4.937 0.0511
 2007 09 10 1200 2454354.0000   3.443 0.0311   4.355 0.0411   3.022 0.0312  -4.043 0.0363  -3.633 0.0345  -4.935 0.0510
 2007 09 11 1200 2454355.0000   3.442 0.0311   4.353 0.0411   3.021 0.0313  -4.038 0.0361  -3.630 0.0343  -4.927 0.0507
 2007 09 12 1200 2454356.0000   3.439 0.0312   4.353 0.0411   3.017 0.0314  -4.037 0.0361  -3.629 0.0343  -4.923 0.0501
 2007 09 13 1200 2454357.0000   3.437 0.0312   4.350 0.0411   3.016 0.0315  -4.035 0.0360  -3.629 0.0342  -4.920 0.0501
 2007 09 14 1200 2454358.0000   3.437 0.0312   4.349 0.0411   3.016 0.0315  -4.034 0.0360  -3.626 0.0342  -4.917 0.0501
 2007 09 15 1200 2454359.0000   3.441 0.0312   4.353 0.0410   3.021 0.0314  -4.028 0.0352  -3.621 0.0334  -4.911 0.0495
 2007 09 16 1200 2454360.0000   3.439 0.0312   4.351 0.0411   3.020 0.0314  -4.022 0.0347  -3.617 0.0331  -4.904 0.0486
 2007 09 17 1200 2454361.0000   3.438 0.0312   4.350 0.0411   3.018 0.0315  -4.021 0.0347  -3.615 0.0331  -4.904 0.0487
 2007 09 18 1200 2454362.0000   3.436 0.0313   4.347 0.0412   3.017 0.0315  -4.020 0.0346  -3.614 0.0331  -4.903 0.0486
 2007 09 19 1200 2454363.0000   3.434 0.0313   4.345 0.0412   3.015 0.0315  -4.019 0.0346  -3.614 0.0331  -4.902 0.0486
 2007 09 20 1200 2454364.0000   3.432 0.0313   4.342 0.0413   3.013 0.0316  -4.018 0.0346  -3.613 0.0331  -4.901 0.0486
 2007 09 21 1200 2454365.0000   3.431 0.0314   4.340 0.0413   3.011 0.0316  -4.020 0.0348  -3.615 0.0333  -4.903 0.0487
 2007 09 22 1200 2454366.0000   3.429 0.0314   4.337 0.0414   3.010 0.0317  -4.020 0.0348  -3.616 0.0333  -4.901 0.0487
 2007 09 23 1200 2454367.0000   3.426 0.0315   4.333 0.0416   3.007 0.0317  -4.013 0.0343  -3.609 0.0328  -4.894 0.0483
 2007 09 24 1200 2454368.0000   3.423 0.0316   4.329 0.0417   3.005 0.0318  -4.011 0.0342  -3.608 0.0328  -4.893 0.0483
 2007 09 25 1200 2454369.0000   3.421 0.0316   4.329 0.0417   3.002 0.0318  -4.011 0.0342  -3.609 0.0329  -4.894 0.0484
 2007 09 26 1200 2454370.0000   3.413 0.0318   4.320 0.0417   2.993 0.0319  -4.011 0.0342  -3.609 0.0328  -4.894 0.0483
 2007 09 27 1200 2454371.0000   3.409 0.0320   4.315 0.0419   2.989 0.0320  -4.009 0.0341  -3.609 0.0328  -4.891 0.0478
 2007 09 28 1200 2454372.0000   3.406 0.0321   4.312 0.0420   2.987 0.0320  -4.010 0.0342  -3.610 0.0328  -4.893 0.0481
 2007 09 29 1200 2454373.0000   3.405 0.0322   4.315 0.0418   2.986 0.0321  -4.009 0.0341  -3.608 0.0327  -4.894 0.0481
 2007 09 30 1200 2454374.0000   3.400 0.0323   4.310 0.0419   2.982 0.0322  -4.007 0.0340  -3.607 0.0327  -4.892 0.0480
 2007 10 01 1200 2454375.0000   3.398 0.0323   4.310 0.0419   2.982 0.0321  -4.007 0.0340  -3.607 0.0327  -4.891 0.0480
 2007 10 02 1200 2454376.0000   3.396 0.0324   4.307 0.0420   2.982 0.0321  -4.009 0.0340  -3.610 0.0325  -4.890 0.0480
 2007 10 03 1200 2454377.0000   3.393 0.0326   4.304 0.0422   2.979 0.0323  -4.004 0.0338  -3.606 0.0325  -4.884 0.0477
 2007 10 04 1200 2454378.0000   3.390 0.0328   4.302 0.0423   2.977 0.0324  -4.004 0.0338  -3.606 0.0325  -4.885 0.0477
 2007 10 05 1200 2454379.0000   3.391 0.0328   4.303 0.0423   2.978 0.0324  -4.007 0.0337  -3.608 0.0324  -4.888 0.0475
 2007 10 06 1200 2454380.0000   3.389 0.0328   4.300 0.0424   2.975 0.0325  -4.008 0.0335  -3.611 0.0322  -4.888 0.0475
 2007 10 07 1200 2454381.0000   3.389 0.0328   4.301 0.0423   2.973 0.0326  -4.010 0.0335  -3.614 0.0320  -4.887 0.0475
 2007 10 08 1200 2454382.0000   3.386 0.0329   4.299 0.0424   2.969 0.0328  -4.006 0.0336  -3.610 0.0322  -4.883 0.0476
 2007 10 09 1200 2454383.0000   3.383 0.0331   4.298 0.0424   2.965 0.0331  -4.002 0.0341  -3.607 0.0326  -4.877 0.0483
 2007 10 10 1200 2454384.0000   3.382 0.0331   4.298 0.0424   2.964 0.0331  -4.001 0.0340  -3.605 0.0325  -4.874 0.0482
 2007 10 11 1200 2454385.0000   3.382 0.0331   4.300 0.0424   2.963 0.0331  -3.999 0.0342  -3.605 0.0325  -4.870 0.0484
 2007 10 12 1200 2454386.0000   3.383 0.0330   4.302 0.0422   2.963 0.0331  -4.001 0.0341  -3.607 0.0325  -4.874 0.0482
 2007 10 13 1200 2454387.0000   3.382 0.0330   4.299 0.0423   2.962 0.0331  -3.997 0.0343  -3.603 0.0326  -4.868 0.0484
 2007 10 14 1200 2454388.0000   3.383 0.0330   4.299 0.0422   2.964 0.0330  -3.996 0.0343  -3.604 0.0326  -4.868 0.0484
 2007 10 15 1200 2454389.0000   3.385 0.0329   4.300 0.0422   2.966 0.0329  -3.993 0.0343  -3.601 0.0326  -4.865 0.0484
 2007 10 16 1200 2454390.0000   3.387 0.0329   4.302 0.0422   2.969 0.0330  -3.991 0.0341  -3.600 0.0325  -4.863 0.0482
 2007 10 17 1200 2454391.0000   3.389 0.0328   4.306 0.0421   2.971 0.0329  -3.991 0.0341  -3.599 0.0325  -4.860 0.0479
 2007 10 18 1200 2454392.0000   3.389 0.0328   4.307 0.0421   2.971 0.0329  -3.989 0.0341  -3.598 0.0325  -4.858 0.0479
 2007 10 19 1200 2454393.0000   3.390 0.0328   4.309 0.0421   2.972 0.0328  -3.983 0.0336  -3.592 0.0321  -4.852 0.0475
 2007 10 20 1200 2454394.0000   3.391 0.0327   4.313 0.0420   2.974 0.0328  -3.978 0.0333  -3.589 0.0320  -4.845 0.0469
 2007 10 21 1200 2454395.0000   3.393 0.0327   4.316 0.0419   2.977 0.0328  -3.974 0.0329  -3.586 0.0317  -4.841 0.0464
 2007 10 22 1200 2454396.0000   3.391 0.0327   4.317 0.0419   2.976 0.0327  -3.965 0.0320  -3.578 0.0311  -4.831 0.0451
 2007 10 23 1200 2454397.0000   3.392 0.0327   4.320 0.0419   2.978 0.0327  -3.964 0.0318  -3.578 0.0311  -4.827 0.0447
 2007 10 24 1200 2454398.0000   3.393 0.0327   4.322 0.0418   2.980 0.0327  -3.960 0.0316  -3.575 0.0310  -4.823 0.0442
 2007 10 25 1200 2454399.0000   3.394 0.0327   4.323 0.0418   2.982 0.0327  -3.954 0.0310  -3.569 0.0305  -4.815 0.0435
 2007 10 26 1200 2454400.0000   3.392 0.0328   4.318 0.0420   2.981 0.0328  -3.954 0.0310  -3.569 0.0305  -4.816 0.0436
 2007 10 27 1200 2454401.0000   3.391 0.0328   4.314 0.0422   2.982 0.0328  -3.951 0.0309  -3.567 0.0305  -4.815 0.0436
 2007 10 28 1200 2454402.0000   3.388 0.0329   4.307 0.0427   2.981 0.0328  -3.946 0.0307  -3.563 0.0303  -4.810 0.0434
 2007 10 29 1200 2454403.0000   3.385 0.0331   4.299 0.0431   2.979 0.0329  -3.943 0.0305  -3.562 0.0303  -4.810 0.0434
 2007 10 30 1200 2454404.0000   3.380 0.0332   4.290 0.0436   2.975 0.0329  -3.939 0.0304  -3.557 0.0304  -4.808 0.0433
 2007 10 31 1200 2454405.0000   3.374 0.0333   4.280 0.0439   2.969 0.0328  -3.939 0.0304  -3.557 0.0304  -4.811 0.0435
 2007 11 01 1200 2454406.0000   3.368 0.0334   4.273 0.0442   2.965 0.0327  -3.940 0.0304  -3.558 0.0303  -4.815 0.0433
 2007 11 02 1200 2454407.0000   3.361 0.0338   4.263 0.0448   2.959 0.0329  -3.942 0.0305  -3.561 0.0303  -4.818 0.0434
 2007 11 03 1200 2454408.0000   3.356 0.0342   4.258 0.0451   2.955 0.0332  -3.938 0.0303  -3.558 0.0301  -4.814 0.0432
 2007 11 04 1200 2454409.0000   3.354 0.0343   4.255 0.0453   2.954 0.0333  -3.934 0.0301  -3.555 0.0299  -4.809 0.0429
 2007 11 05 1200 2454410.0000   3.349 0.0346   4.250 0.0457   2.949 0.0336  -3.934 0.0301  -3.556 0.0299  -4.807 0.0430
 2007 11 06 1200 2454411.0000   3.345 0.0347   4.243 0.0458   2.946 0.0336  -3.933 0.0301  -3.556 0.0299  -4.802 0.0430
 2007 11 07 1200 2454412.0000   3.341 0.0348   4.236 0.0461   2.943 0.0336  -3.935 0.0301  -3.557 0.0299  -4.806 0.0432
 2007 11 08 1200 2454413.0000   3.336 0.0352   4.230 0.0466   2.937 0.0340  -3.935 0.0301  -3.558 0.0299  -4.805 0.0432
 2007 11 09 1200 2454414.0000   3.332 0.0355   4.225 0.0471   2.934 0.0342  -3.937 0.0301  -3.561 0.0299  -4.809 0.0432
 2007 11 10 1200 2454415.0000   3.330 0.0356   4.221 0.0473   2.933 0.0343  -3.940 0.0302  -3.564 0.0298  -4.812 0.0434
 2007 11 11 1200 2454416.0000   3.328 0.0357   4.219 0.0475   2.931 0.0344  -3.943 0.0302  -3.567 0.0297  -4.816 0.0437
 2007 11 12 1200 2454417.0000   3.325 0.0359   4.216 0.0476   2.925 0.0349  -3.942 0.0302  -3.567 0.0297  -4.813 0.0435
 2007 11 13 1200 2454418.0000   3.319 0.0362   4.211 0.0478   2.917 0.0353  -3.937 0.0300  -3.563 0.0296  -4.804 0.0435
 2007 11 14 1200 2454419.0000   3.321 0.0362   4.215 0.0478   2.918 0.0353  -3.935 0.0300  -3.561 0.0296  -4.801 0.0434
 2007 11 15 1200 2454420.0000   3.322 0.0362   4.216 0.0478   2.918 0.0352  -3.935 0.0300  -3.561 0.0296  -4.801 0.0434
 2007 11 16 1200 2454421.0000   3.319 0.0363   4.214 0.0479   2.915 0.0354  -3.936 0.0300  -3.560 0.0296  -4.801 0.0434
 2007 11 17 1200 2454422.0000   3.320 0.0363   4.216 0.0478   2.916 0.0354  -3.936 0.0300  -3.560 0.0296  -4.801 0.0434
 2007 11 18 1200 2454423.0000   3.324 0.0363   4.221 0.0478   2.920 0.0354  -3.937 0.0300  -3.560 0.0296  -4.801 0.0434
 2007 11 19 1200 2454424.0000   3.329 0.0364   4.224 0.0478   2.927 0.0355  -3.934 0.0301  -3.556 0.0297  -4.797 0.0434
 2007 11 20 1200 2454425.0000   3.334 0.0364   4.228 0.0478   2.931 0.0355  -3.930 0.0300  -3.553 0.0295  -4.792 0.0433
 2007 11 21 1200 2454426.0000   3.336 0.0364   4.230 0.0478   2.936 0.0355  -3.929 0.0300  -3.550 0.0295  -4.792 0.0433
 2007 11 22 1200 2454427.0000   3.341 0.0365   4.233 0.0478   2.940 0.0355  -3.926 0.0300  -3.548 0.0295  -4.790 0.0433
 2007 11 23 1200 2454428.0000   3.340 0.0365   4.232 0.0478   2.939 0.0355  -3.925 0.0300  -3.547 0.0295  -4.788 0.0432
 2007 11 24 1200 2454429.0000   3.340 0.0365   4.231 0.0479   2.939 0.0355  -3.924 0.0299  -3.546 0.0295  -4.786 0.0432
 2007 11 25 1200 2454430.0000   3.340 0.0365   4.230 0.0479   2.940 0.0355  -3.919 0.0295  -3.542 0.0293  -4.779 0.0425
 2007 11 26 1200 2454431.0000   3.338 0.0365   4.228 0.0479   2.939 0.0355  -3.916 0.0293  -3.540 0.0292  -4.773 0.0419
 2007 11 27 1200 2454432.0000   3.338 0.0364   4.228 0.0479   2.938 0.0355  -3.911 0.0290  -3.537 0.0291  -4.767 0.0412
 2007 11 28 1200 2454433.0000   3.336 0.0365   4.226 0.0479   2.935 0.0355  -3.906 0.0285  -3.533 0.0288  -4.762 0.0404
 2007 11 29 1200 2454434.0000   3.338 0.0364   4.228 0.0478   2.936 0.0355  -3.906 0.0285  -3.532 0.0288  -4.761 0.0404
 2007 11 30 1200 2454435.0000   3.336 0.0364   4.225 0.0479   2.934 0.0355  -3.905 0.0284  -3.531 0.0288  -4.758 0.0404
 2007 12 01 1200 2454436.0000   3.339 0.0363   4.226 0.0478   2.937 0.0353  -3.901 0.0283  -3.529 0.0287  -4.752 0.0400
 2007 12 02 1200 2454437.0000   3.338 0.0363   4.224 0.0478   2.936 0.0353  -3.900 0.0282  -3.529 0.0287  -4.749 0.0397
 2007 12 03 1200 2454438.0000   3.340 0.0362   4.228 0.0476   2.937 0.0352  -3.901 0.0282  -3.529 0.0287  -4.751 0.0398
 2007 12 04 1200 2454439.0000   3.339 0.0362   4.225 0.0476   2.936 0.0353  -3.902 0.0282  -3.529 0.0287  -4.752 0.0398
 2007 12 05 1200 2454440.0000   3.340 0.0362   4.226 0.0476   2.938 0.0353  -3.899 0.0282  -3.527 0.0286  -4.749 0.0396
 2007 12 06 1200 2454441.0000   3.339 0.0362   4.225 0.0476   2.937 0.0353  -3.898 0.0281  -3.525 0.0285  -4.746 0.0393
 2007 12 07 1200 2454442.0000   3.337 0.0362   4.222 0.0478   2.935 0.0353  -3.896 0.0279  -3.522 0.0283  -4.744 0.0391
 2007 12 08 1200 2454443.0000   3.333 0.0362   4.216 0.0478   2.933 0.0353  -3.894 0.0278  -3.520 0.0282  -4.743 0.0390
 2007 12 09 1200 2454444.0000   3.331 0.0362   4.213 0.0479   2.932 0.0353  -3.893 0.0278  -3.519 0.0282  -4.742 0.0390
 2007 12 10 1200 2454445.0000   3.331 0.0362   4.209 0.0480   2.932 0.0353  -3.894 0.0278  -3.520 0.0282  -4.741 0.0390
 2007 12 11 1200 2454446.0000   3.332 0.0362   4.208 0.0481   2.933 0.0353  -3.893 0.0278  -3.520 0.0282  -4.739 0.0388
 2007 12 12 1200 2454447.0000   3.332 0.0362   4.204 0.0481   2.933 0.0353  -3.894 0.0278  -3.521 0.0283  -4.738 0.0388
 2007 12 13 1200 2454448.0000   3.329 0.0362   4.197 0.0482   2.932 0.0353  -3.894 0.0278  -3.524 0.0283  -4.735 0.0387
 2007 12 14 1200 2454449.0000   3.323 0.0362   4.186 0.0484   2.927 0.0353  -3.896 0.0278  -3.527 0.0282  -4.737 0.0386
 2007 12 15 1200 2454450.0000   3.321 0.0362   4.181 0.0485   2.927 0.0353  -3.897 0.0278  -3.530 0.0282  -4.739 0.0385
 2007 12 16 1200 2454451.0000   3.322 0.0362   4.179 0.0486   2.928 0.0353  -3.899 0.0278  -3.534 0.0282  -4.739 0.0385
 2007 12 17 1200 2454452.0000   3.319 0.0363   4.173 0.0488   2.927 0.0353  -3.897 0.0278  -3.534 0.0282  -4.734 0.0386
 2007 12 18 1200 2454453.0000   3.317 0.0363   4.168 0.0490   2.926 0.0353  -3.897 0.0278  -3.535 0.0282  -4.731 0.0388
 2007 12 19 1200 2454454.0000   3.317 0.0363   4.166 0.0490   2.927 0.0353  -3.896 0.0278  -3.533 0.0282  -4.730 0.0388
 2007 12 20 1200 2454455.0000   3.319 0.0364   4.167 0.0490   2.930 0.0355  -3.898 0.0278  -3.533 0.0282  -4.731 0.0388
 2007 12 21 1200 2454456.0000   3.321 0.0364   4.170 0.0489   2.932 0.0356  -3.895 0.0278  -3.529 0.0282  -4.731 0.0387
 2007 12 22 1200 2454457.0000   3.324 0.0364   4.172 0.0489   2.934 0.0357  -3.892 0.0279  -3.525 0.0283  -4.727 0.0388
 2007 12 23 1200 2454458.0000   3.325 0.0365   4.173 0.0489   2.936 0.0358  -3.892 0.0279  -3.524 0.0283  -4.727 0.0388
 2007 12 24 1200 2454459.0000   3.324 0.0365   4.171 0.0489   2.936 0.0358  -3.891 0.0279  -3.523 0.0283  -4.725 0.0388
 2007 12 25 1200 2454460.0000   3.328 0.0366   4.176 0.0488   2.939 0.0359  -3.888 0.0278  -3.519 0.0282  -4.724 0.0387
 2007 12 26 1200 2454461.0000   3.331 0.0368   4.179 0.0490   2.941 0.0361  -3.884 0.0276  -3.513 0.0281  -4.720 0.0385
 2007 12 27 1200 2454462.0000   3.333 0.0369   4.182 0.0490   2.942 0.0361  -3.880 0.0274  -3.509 0.0279  -4.716 0.0383
 2007 12 28 1200 2454463.0000   3.333 0.0369   4.181 0.0490   2.942 0.0361  -3.880 0.0274  -3.507 0.0278  -4.717 0.0383
 2007 12 29 1200 2454464.0000   3.337 0.0368   4.188 0.0489   2.945 0.0360  -3.879 0.0273  -3.505 0.0277  -4.718 0.0383
 2007 12 30 1200 2454465.0000   3.337 0.0368   4.187 0.0489   2.946 0.0360  -3.877 0.0273  -3.502 0.0276  -4.719 0.0384
 2007 12 31 1200 2454466.0000   3.338 0.0368   4.187 0.0489   2.946 0.0361  -3.874 0.0271  -3.500 0.0275  -4.719 0.0384
 2008 01 01 1200 2454467.0000   3.335 0.0367   4.184 0.0488   2.944 0.0360  -3.870 0.0269  -3.497 0.0274  -4.718 0.0384
 2008 01 02 1200 2454468.0000   3.334 0.0367   4.182 0.0488   2.943 0.0360  -3.871 0.0269  -3.497 0.0274  -4.718 0.0384
 2008 01 03 1200 2454469.0000   3.333 0.0367   4.182 0.0488   2.943 0.0360  -3.867 0.0267  -3.493 0.0273  -4.715 0.0382
 2008 01 04 1200 2454470.0000   3.334 0.0367   4.184 0.0487   2.944 0.0359  -3.865 0.0266  -3.492 0.0273  -4.712 0.0381
